-5.99962E-02,8.252E-04
-5.99952E-02,8.643E-04
-5.99941E-02,9.033E-04
-5.99931E-02,8.936E-04
-5.99921E-02,9.033E-04
-5.99911E-02,1.021E-03
-5.99901E-02,7.568E-04
-5.99891E-02,8.252E-04
-5.99881E-02,8.545E-04
-5.99871E-02,9.619E-04
-5.99861E-02,9.131E-04
-5.99851E-02,8.936E-04
-5.99841E-02,9.326E-04
-5.99831E-02,1.021E-03
-5.99820E-02,8.350E-04
-5.99810E-02,9.229E-04
-5.99800E-02,7.764E-04
-5.99790E-02,9.912E-04
-5.99780E-02,8.936E-04
-5.99770E-02,9.521E-04
-5.99760E-02,8.350E-04
-5.99750E-02,8.350E-04
-5.99740E-02,9.033E-04
-5.99730E-02,8.447E-04
-5.99720E-02,9.424E-04
-5.99710E-02,8.936E-04
-5.99700E-02,8.154E-04
-5.99689E-02,8.936E-04
-5.99679E-02,9.326E-04
-5.99669E-02,7.764E-04
-5.99659E-02,9.229E-04
-5.99649E-02,8.057E-04
-5.99639E-02,8.838E-04
-5.99629E-02,9.619E-04
-5.99619E-02,9.326E-04
-5.99609E-02,8.838E-04
-5.99599E-02,8.447E-04
-5.99589E-02,9.229E-04
-5.99579E-02,9.912E-04
-5.99568E-02,9.033E-04
-5.99558E-02,8.838E-04
-5.99548E-02,8.545E-04
-5.99538E-02,8.838E-04
-5.99528E-02,8.350E-04
-5.99518E-02,9.814E-04
-5.99508E-02,9.229E-04
-5.99498E-02,8.643E-04
-5.99488E-02,9.326E-04
-5.99478E-02,9.521E-04
-5.99468E-02,9.033E-04
-5.99458E-02,8.838E-04
-5.99448E-02,8.740E-04
-5.99437E-02,8.838E-04
-5.99427E-02,7.861E-04
-5.99417E-02,9.619E-04
-5.99407E-02,8.447E-04
-5.99397E-02,7.861E-04
-5.99387E-02,8.252E-04
-5.99377E-02,9.033E-04
-5.99367E-02,9.814E-04
-5.99357E-02,8.545E-04
-5.99347E-02,7.861E-04
-5.99337E-02,9.912E-04
-5.99327E-02,9.619E-04
-5.99316E-02,8.936E-04
-5.99306E-02,9.521E-04
-5.99296E-02,8.936E-04
-5.99286E-02,8.936E-04
-5.99276E-02,8.740E-04
-5.99266E-02,9.717E-04
-5.99256E-02,8.936E-04
-5.99246E-02,8.936E-04
-5.99236E-02,9.912E-04
-5.99226E-02,9.619E-04
-5.99216E-02,9.424E-04
-5.99206E-02,9.619E-04
-5.99196E-02,8.545E-04
-5.99185E-02,1.001E-03
-5.99175E-02,9.326E-04
-5.99165E-02,9.619E-04
-5.99155E-02,9.033E-04
-5.99145E-02,9.717E-04
-5.99135E-02,9.326E-04
-5.99125E-02,8.643E-04
-5.99115E-02,9.229E-04
-5.99105E-02,9.717E-04
-5.99095E-02,9.521E-04
-5.99085E-02,8.838E-04
-5.99075E-02,8.936E-04
-5.99064E-02,9.033E-04
-5.99054E-02,7.568E-04
-5.99044E-02,8.838E-04
-5.99034E-02,9.033E-04
-5.99024E-02,9.326E-04
-5.99014E-02,1.079E-03
-5.99004E-02,7.861E-04
-5.98994E-02,9.619E-04
-5.98984E-02,8.838E-04
-5.98974E-02,7.861E-04
-5.98964E-02,1.001E-03
-5.98954E-02,1.021E-03
-5.98944E-02,8.350E-04
-5.98933E-02,9.619E-04
-5.98923E-02,8.838E-04
-5.98913E-02,8.252E-04
-5.98903E-02,8.936E-04
-5.98893E-02,8.252E-04
-5.98883E-02,9.521E-04
-5.98873E-02,9.912E-04
-5.98863E-02,1.069E-03
-5.98853E-02,8.545E-04
-5.98843E-02,8.740E-04
-5.98833E-02,8.252E-04
-5.98823E-02,1.021E-03
-5.98812E-02,9.424E-04
-5.98802E-02,9.521E-04
-5.98792E-02,8.545E-04
-5.98782E-02,8.057E-04
-5.98772E-02,7.959E-04
-5.98762E-02,9.131E-04
-5.98752E-02,9.033E-04
-5.98742E-02,8.740E-04
-5.98732E-02,8.936E-04
-5.98722E-02,8.252E-04
-5.98712E-02,9.717E-04
-5.98702E-02,9.424E-04
-5.98692E-02,1.011E-03
-5.98681E-02,8.936E-04
-5.98671E-02,8.936E-04
-5.98661E-02,8.838E-04
-5.98651E-02,8.447E-04
-5.98641E-02,8.545E-04
-5.98631E-02,8.643E-04
-5.98621E-02,9.033E-04
-5.98611E-02,9.229E-04
-5.98601E-02,1.011E-03
-5.98591E-02,1.040E-03
-5.98581E-02,8.643E-04
-5.98571E-02,9.131E-04
-5.98560E-02,8.350E-04
-5.98550E-02,9.521E-04
-5.98540E-02,9.131E-04
-5.98530E-02,8.154E-04
-5.98520E-02,9.326E-04
-5.98510E-02,7.959E-04
-5.98500E-02,8.838E-04
-5.98490E-02,8.936E-04
-5.98480E-02,8.252E-04
-5.98470E-02,8.740E-04
-5.98460E-02,8.447E-04
-5.98450E-02,9.521E-04
